Time,TZ,BL1.5LBA50CF1oo2_2JT01TValue,BL1.5LBA50CF1oo2_1JT01TValue,BL1.5LBA50CF1oo2_1oo2_JT01TValue,BL1.5LBA60CF1oo2_1oo2_JT01TValue,BL1.5LBA60CF1oo2_2JT01TValue,BL1.5LBA60CF1oo2_1JT01TValue,BL1.4LBB10FP905_ZE02U,BL1.4LBB10FP905_ZE01U,BL1.4LBB10FT905_ZE01U,BL1.BOP_5MAC10CP001_AI_JT01TValue,BL1.BOP_5MAC10CT001_AI_JT01TValue,BL1.BOP_5MAC20CP001_AI_JT01TValue,BL1.BOP_5MAC20CT001_AI_JT01TValue,BL1.BOP_5MAC30CP001_AI_JT01TValue,BL1.BOP_5MAC30CT001_AI_JT01TValue,BL1.BOP_5MAC40CP001_AI_JT01TValue,BL1.BOP_5MAC40CT001_AI_JT01TValue,BL1.4MAC10FT950_ZE01U,BL1.4MAM10CP010_XE01U,BL1.5LCA10FP920_ZE02U
#!Units,,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,barg,Bar,deg C,bar,deg C,bar,deg C,bar,deg C,bar,deg C,deg C,barg,bara
#!Description,Time Zone Information,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,LPT Pressure Inlet Steam,LPT Pressure LP Inlet Steam,LPT Inlet Steam Temperature ,PRESSURE FROM EXHAUST LP TURBINE TO DEAERATOR,TEMPERATURE FROM EXHAUST LP TURBINE TO DEAERATOR,PRESSURE FROM EXHAUST LP TURBINE TO LP3 PREHEATERS,TEMPERATURE FROM EXHAUST LP TURBINE TO LP3 PREHEATERS,LP ST EXTRACTION TO LP PREHEATER 2 PRESSURE,LP ST EXTRACTION TO LP PREHEATER 2 TEMPERATURE,LP ST EXTRACTION TO LP PREHEATER 1 PRESSURE,LP ST EXTRACTION TO LP PREHEATER 1 TEMPERATURE,LPT Exhaust Temperature,Pressure Leak Off Steam,Condenser Pressure
55:00.0,+02:00,26.8176,26.9681,26.8929,28.4343,28.3478,28.3328,15.3877,15.3913,380.3282,8.7862,317.0898,3.1912,237.1296,0.5632,112.0016,-0.2214,73.1966,34.1137,-0.0439,0.052
56:00.0,+02:00,26.7251,26.8542,26.7897,28.2111,28.1635,28.2234,15.4736,15.4763,379.9702,8.9545,316.7643,3.1743,237.037,0.5467,112.1734,-0.2366,72.5651,33.9509,-0.0437,0.0507
57:00.0,+02:00,26.8465,26.9922,26.9194,28.3782,28.27,28.3627,15.5007,15.5043,380.019,8.9374,317.0735,3.1737,236.4236,0.539,111.6511,-0.2399,71.9727,33.8424,-0.0437,0.0505
58:00.0,+02:00,26.8834,26.9802,26.9318,28.4321,28.3857,28.4062,15.5034,15.5079,379.9213,8.9868,317.2363,3.2479,236.5509,0.5613,111.3487,-0.2332,72.0443,33.7339,-0.0441,0.0507
59:00.0,+02:00,27.0532,27.2593,27.1562,28.3248,28.3092,28.3707,15.6318,15.6354,380.0027,9.0463,317.5944,3.3287,237.1065,0.6008,111.7267,-0.215,73.2878,34.2764,-0.044,0.0526
00:00.0,+02:00,26.9901,27.232,27.111,28.5338,28.5319,28.5771,15.4781,15.4817,379.8562,8.9615,317.8385,3.2033,237.5116,0.5589,112.3452,-0.2266,73.3789,34.1679,-0.044,0.0515
01:00.0,+02:00,27.0427,27.1755,27.1091,28.7109,28.6798,28.7374,15.7222,15.7258,379.9376,9.0387,318.6035,3.2463,237.0602,0.5624,112.1047,-0.2319,72.5781,34.0052,-0.0438,0.0512
02:00.0,+02:00,27.2331,27.4415,27.3373,28.8635,28.8346,28.9472,15.4166,15.4211,379.6935,8.9267,319.8242,3.2431,237.0023,0.5639,111.7954,-0.2305,72.5716,34.0052,-0.0437,0.0511
03:00.0,+02:00,27.2062,27.4054,27.3058,28.7945,28.8141,28.8113,15.8669,15.8705,379.9376,9.1545,320.4264,3.3876,237.4537,0.6153,112.0978,-0.2111,73.3854,34.3741,-0.0439,0.0529
04:00.0,+02:00,27.5606,27.6721,27.6164,29.1406,28.9221,29.0228,15.8461,15.8506,379.6772,9.0596,321.3704,3.2924,237.7662,0.5885,112.5788,-0.2157,74.0755,34.5477,-0.0437,0.0529
05:00.0,+02:00,27.4972,27.6764,27.5868,28.933,28.9488,28.9571,16.0125,16.0161,379.9539,9.2583,321.582,3.344,237.4653,0.592,112.4483,-0.2229,73.0859,34.2764,-0.0438,0.0521
06:00.0,+02:00,27.7091,27.8721,27.7906,28.9522,28.8954,28.995,16.0848,16.0884,379.8074,9.2862,322.0215,3.4197,237.5232,0.6165,112.2352,-0.2142,73.5156,34.4392,-0.0438,0.0528
07:00.0,+02:00,27.7799,27.9734,27.8767,29.0472,29.051,29.0745,15.8244,15.8289,379.3517,9.2514,322.3795,3.4245,237.9977,0.6373,112.5445,-0.204,74.056,34.7104,-0.0436,0.0538
08:00.0,+02:00,27.7568,27.9228,27.8398,29.0326,29.0441,29.1092,16.2693,16.2729,379.547,9.4501,322.2005,3.499,238.5648,0.6513,113.2729,-0.1924,75.1172,35.1336,-0.0438,0.0551
09:00.0,+02:00,27.8293,27.9955,27.9124,29.087,29.0597,29.1291,16.243,16.2467,379.3517,9.4109,322.2331,3.442,238.3796,0.6262,113.3966,-0.2095,74.3034,34.9274,-0.0438,0.054
10:00.0,+02:00,27.9011,28.0466,27.9739,29.1651,29.1557,29.1918,16.1336,16.1373,379.1238,9.433,322.0378,3.4576,238.1713,0.627,113.1011,-0.2115,73.75,34.7647,-0.0436,0.0537
11:00.0,+02:00,27.9714,28.1089,28.0401,29.2522,29.2254,29.2185,16.404,16.4076,379.6121,9.5324,321.8099,3.5095,238.4259,0.6537,113.1011,-0.201,74.388,34.9817,-0.0436,0.0548
12:00.0,+02:00,27.9734,28.161,28.0672,29.3158,29.3378,29.3629,16.3877,16.3913,379.0913,9.4932,321.8913,3.4372,238.3333,0.6353,113.2867,-0.2004,74.7526,35.3615,-0.0437,0.0557
13:00.0,+02:00,28.0541,28.2098,28.132,29.3445,29.3581,29.3818,16.3271,16.3308,379.1726,9.4925,321.7773,3.3421,237.5579,0.5897,112.8469,-0.2258,73.3268,34.9274,-0.0437,0.0536
14:00.0,+02:00,28.1267,28.2561,28.1914,29.3829,29.4224,29.4307,16.4293,16.4338,379.4168,9.4913,321.9401,3.3828,236.7593,0.5954,111.7748,-0.2253,72.8971,34.6562,-0.0439,0.0534
15:00.0,+02:00,28.6839,28.8009,28.7424,29.4629,29.5226,29.5756,16.036,16.0405,379.4982,9.3267,322.8516,3.3418,236.5162,0.5978,111.335,-0.2195,73.2617,34.8623,-0.0441,0.0544
16:00.0,+02:00,28.4901,28.6225,28.5563,29.3811,29.4288,29.3353,16.2892,16.2937,379.3191,9.4121,323.0469,3.3414,236.6898,0.602,111.4793,-0.216,73.6654,34.8732,-0.0445,0.054
17:00.0,+02:00,28.488,28.668,28.578,29.4332,29.4666,29.4457,16.3678,16.3714,379.5144,9.4381,323.6653,3.3644,236.5278,0.5975,111.4449,-0.2222,73.1901,34.7647,-0.0435,0.0536
18:00.0,+02:00,28.5476,28.6886,28.6181,29.4696,29.4407,29.4827,16.3733,16.3769,379.726,9.4356,324.3001,3.4146,236.6435,0.6099,111.2938,-0.2167,73.3789,34.7538,-0.0438,0.0539
19:00.0,+02:00,28.7455,28.8726,28.8091,29.3582,29.3781,29.4047,16.3823,16.3859,379.9376,9.4451,324.8698,3.4356,237.2107,0.6349,111.5686,-0.2081,73.9063,34.9274,-0.0436,0.0546
20:00.0,+02:00,28.7957,28.9397,28.8677,29.3931,29.4772,29.3904,16.2792,16.2828,380.0352,9.3792,325.3743,3.4325,237.7315,0.6266,112.194,-0.2026,74.4661,35.1336,-0.0434,0.0551
21:00.0,+02:00,28.98,29.1297,29.0549,29.4234,29.4121,29.2748,16.3217,16.3262,379.7748,9.4216,325.7161,3.3717,237.6389,0.6019,112.3452,-0.2191,73.7109,34.8189,-0.0437,0.0535
22:00.0,+02:00,28.9891,29.1738,29.0814,29.4181,29.4461,29.4391,16.4185,16.4221,380.0027,9.4767,326.0091,3.449,237.3843,0.6203,112.0222,-0.215,73.5221,34.7647,-0.0439,0.0538
23:00.0,+02:00,28.945,29.1018,29.0234,29.5383,29.582,29.5119,16.432,16.4356,380.019,9.4976,326.2858,3.5057,237.9051,0.6497,112.194,-0.2031,74.069,35.0359,-0.0439,0.0548
24:00.0,+02:00,28.9394,29.0556,28.9975,29.5967,29.5873,29.5593,16.4582,16.4619,379.9213,9.521,326.4323,3.4703,238.3912,0.6399,112.7438,-0.1977,74.8177,35.2529,-0.0439,0.0554
25:00.0,+02:00,28.9096,29.1268,29.0182,29.5866,29.5898,29.5715,16.4582,16.4619,379.9376,9.5197,326.5462,3.4407,238.1366,0.6204,112.7575,-0.2133,73.9974,34.9817,-0.0435,0.0541
26:00.0,+02:00,28.9644,29.141,29.0527,29.6593,29.7158,29.6372,16.4845,16.489,380.2957,9.5489,326.6602,3.5111,238.206,0.6409,112.5995,-0.2076,73.9453,34.9817,-0.0435,0.0544
27:00.0,+02:00,29.0002,29.1152,29.0577,29.6673,29.6958,29.613,16.5306,16.5342,380.3282,9.602,326.7415,3.5805,238.6574,0.6748,112.9912,-0.1915,74.7591,35.3506,-0.0435,0.056
28:00.0,+02:00,28.9664,29.2357,29.1011,29.7058,29.7157,29.6707,16.5559,16.5604,380.491,9.6179,326.8229,3.5254,239.3056,0.656,113.6303,-0.1937,75.3255,35.5676,-0.0435,0.0565
29:00.0,+02:00,29.0163,29.1566,29.0864,29.664,29.7118,29.6261,16.5731,16.5767,380.3282,9.6286,326.6602,3.52,239.0394,0.6452,113.644,-0.2046,74.4922,35.3072,-0.0437,0.0552
30:00.0,+02:00,29.1362,29.2064,29.1713,29.6251,29.6706,29.5848,16.6047,16.6083,380.377,9.6527,326.6602,3.5566,239.1551,0.6563,113.4722,-0.2024,74.4206,35.2529,-0.0441,0.0554
31:00.0,+02:00,29.203,29.2887,29.2459,29.6329,29.6406,29.6308,16.6436,16.6472,380.3282,9.6767,326.6276,3.5665,239.2708,0.6666,113.5478,-0.1962,74.694,35.5242,-0.0439,0.0566
32:00.0,+02:00,29.204,29.3797,29.2919,29.72,29.7883,29.649,16.6581,16.6608,380.2957,9.6634,326.595,3.4551,239.132,0.6309,113.6165,-0.2044,74.7526,35.47,-0.0434,0.0559
33:00.0,+02:00,29.1986,29.3391,29.2689,29.6578,29.6638,29.6315,16.6644,16.6671,380.312,9.6387,326.6764,3.422,238.1597,0.608,112.895,-0.2209,73.5221,35.1987,-0.0435,0.0547
34:00.0,+02:00,29.1357,29.3339,29.2348,29.6706,29.8473,29.5657,16.6599,16.6626,380.3933,9.6166,326.9206,3.4261,237.7083,0.627,112.139,-0.2176,73.3073,35.0902,-0.0433,0.0551
35:00.0,+02:00,29.1244,29.3283,29.2264,29.6623,29.8216,29.5455,16.6599,16.6626,380.2306,9.6058,327.2461,3.422,237.6273,0.6259,112.0497,-0.2074,73.9714,35.3072,-0.0439,0.0554
36:00.0,+02:00,29.1815,29.2448,29.2132,29.5954,29.6552,29.5256,16.6454,16.6481,380.5398,9.5868,327.5553,3.4045,237.3264,0.6137,111.981,-0.219,73.6458,35.1444,-0.0436,0.0548
37:00.0,+02:00,29.0893,29.1681,29.1287,29.612,29.6436,29.5817,16.6418,16.6463,380.6537,9.5811,327.8483,3.4315,237.1759,0.6191,111.7542,-0.2146,73.5221,35.1444,-0.0435,0.055
38:00.0,+02:00,29.0635,29.1901,29.1268,29.5909,29.5983,29.5912,16.6445,16.6481,380.5561,9.5913,328.0762,3.4449,237.3611,0.625,111.7611,-0.2107,73.8477,35.1987,-0.0435,0.0551
39:00.0,+02:00,29.0602,29.2333,29.1467,29.5431,29.5938,29.5585,16.6581,16.6608,380.3933,9.6103,328.3203,3.4646,237.5347,0.6309,111.8641,-0.2093,73.9714,35.2529,-0.0438,0.0553
40:00.0,+02:00,29.0629,29.229,29.146,29.5907,29.6143,29.5819,16.6409,16.6445,380.2143,9.5748,328.3854,3.4808,237.7894,0.637,112.0153,-0.2064,74.1341,35.3072,-0.0438,0.0555
41:00.0,+02:00,29.2133,29.3723,29.2928,29.3815,29.4126,29.3717,16.6319,16.6355,380.2306,9.5672,328.6295,3.491,237.9977,0.6421,112.2627,-0.2038,74.3359,35.3072,-0.0436,0.0555
42:00.0,+02:00,29.2547,29.3939,29.3243,29.3234,29.3668,29.2499,16.6038,16.6074,380.3445,9.5533,328.7109,3.4869,238.206,0.6424,112.4826,-0.2032,74.4206,35.3506,-0.0437,0.0557
43:00.0,+02:00,29.3594,29.4536,29.4065,29.2352,29.2871,29.204,16.5875,16.5921,380.0678,9.5451,328.7923,3.4856,238.3102,0.6426,112.6476,-0.203,74.4596,35.3615,-0.0437,0.0557
44:00.0,+02:00,29.1887,29.2716,29.2301,29.3991,29.4657,29.3728,16.5758,16.5794,380.1003,9.5489,328.9063,3.4926,238.4375,0.6447,112.7575,-0.2022,74.4596,35.4049,-0.0437,0.0555
45:00.0,+02:00,29.1409,29.3809,29.2609,29.4068,29.5142,29.3329,16.5686,16.5722,380.2957,9.5628,328.9876,3.5124,238.6227,0.6514,112.9431,-0.1997,74.5898,35.4157,-0.0439,0.056
46:00.0,+02:00,29.219,29.3705,29.2947,29.4418,29.5031,29.4384,16.5649,16.5695,380.0841,9.5773,329.0364,3.5372,238.8658,0.6596,113.1698,-0.1962,74.7396,35.5242,-0.0434,0.0564
47:00.0,+02:00,29.207,29.3219,29.2644,29.3656,29.4145,29.3022,16.574,16.5785,380.2306,9.5963,328.8574,3.5521,239.3056,0.6646,113.5272,-0.194,75,35.6761,-0.0433,0.0567
48:00.0,+02:00,29.1656,29.3506,29.2581,29.359,29.3542,29.3584,16.5469,16.5514,380.377,9.5906,328.89,3.5429,239.5486,0.6619,113.8502,-0.1949,75.013,35.7412,-0.0433,0.0567
49:00.0,+02:00,29.1899,29.344,29.267,29.2911,29.3352,29.3057,16.5279,16.5315,380.4096,9.5767,328.776,3.5054,239.5486,0.6487,113.9533,-0.2003,74.7591,35.687,-0.0436,0.0565
50:00.0,+02:00,29.1462,29.3297,29.2379,29.2943,29.3329,29.2557,16.5116,16.5161,380.4421,9.5565,328.7109,3.4646,239.2708,0.6345,113.7471,-0.2063,74.3815,35.5785,-0.0434,0.0562
51:00.0,+02:00,29.1468,29.3639,29.2553,29.2923,29.3148,29.253,16.4962,16.4998,380.2631,9.528,328.7109,3.4296,238.8658,0.6227,113.3623,-0.2108,74.056,35.5134,-0.0435,0.0559
52:00.0,+02:00,29.1966,29.4095,29.303,29.2602,29.3034,29.2066,16.4799,16.4845,380.1655,9.4932,328.7923,3.4035,238.3912,0.6143,112.9637,-0.2139,73.8151,35.3615,-0.0446,0.0557
53:00.0,+02:00,29.1977,29.3517,29.2747,29.2185,29.2585,29.1954,16.4601,16.4637,380.3933,9.464,328.9388,3.3885,238.1019,0.6105,112.572,-0.2153,73.6654,35.3506,-0.0439,0.0554
54:00.0,+02:00,29.1888,29.3051,29.247,29.1961,29.2089,29.2201,16.4582,16.4619,380.2306,9.4565,329.0364,3.3959,237.9283,0.6133,112.3452,-0.2142,73.6654,35.3506,-0.0437,0.0555
55:00.0,+02:00,29.167,29.3421,29.2545,29.225,29.2278,29.2194,16.461,16.4655,380.3933,9.4603,329.2969,3.414,237.963,0.6191,112.304,-0.2119,73.776,35.3615,-0.0437,0.0555
56:00.0,+02:00,29.2553,29.3491,29.3022,29.142,29.1554,29.1442,16.5134,16.517,380.5561,9.4932,329.3945,3.4356,238.1366,0.6259,112.4002,-0.2095,73.9714,35.4157,-0.0437,0.0558
57:00.0,+02:00,29.1824,29.3085,29.2455,29.1364,29.1816,29.1255,16.5396,16.5432,380.4259,9.5172,329.4596,3.4439,238.2292,0.628,112.4964,-0.2089,74.0365,35.47,-0.0438,0.0559
58:00.0,+02:00,29.1258,29.2728,29.1993,29.1659,29.1834,29.0867,16.5423,16.5469,380.4421,9.5235,329.541,3.4481,238.287,0.6292,112.5514,-0.2084,74.069,35.4157,-0.0435,0.0559
59:00.0,+02:00,29.1469,29.3472,29.247,29.18,29.352,29.0534,16.5586,16.5622,380.4584,9.5387,329.5573,3.4602,238.3681,0.6332,112.6338,-0.207,74.1536,35.5676,-0.0441,0.0562
00:00.0,+02:00,29.168,29.3863,29.2771,29.0844,29.2673,28.9016,16.574,16.5785,380.6375,9.552,329.5898,3.4751,238.4954,0.6377,112.7506,-0.2053,74.2383,35.5785,-0.0432,0.0563
01:00.0,+02:00,28.8938,28.9776,28.9357,29.1349,29.1537,29.116,16.5532,16.5568,380.5561,9.5438,329.541,3.4799,238.6227,0.6399,112.8812,-0.2039,74.349,35.687,-0.0433,0.0565
02:00.0,+02:00,28.8786,28.9638,28.9212,28.9896,28.9909,28.9882,16.5252,16.5297,380.377,9.5292,329.6061,3.4805,238.7269,0.6406,113.0462,-0.2034,74.3815,35.6761,-0.0432,0.0565
03:00.0,+02:00,28.7643,28.9037,28.834,28.9568,28.9559,28.9545,16.4962,16.4998,380.4259,9.5261,329.541,3.4952,238.9699,0.6461,113.2042,-0.2007,74.5247,35.7304,-0.043,0.0567
04:00.0,+02:00,28.7337,28.8842,28.809,28.9258,28.9265,28.9,16.4691,16.4727,380.7025,9.5216,329.5898,3.5073,239.2708,0.6508,113.4791,-0.1988,74.6549,35.7412,-0.0433,0.0567
05:00.0,+02:00,29.0036,29.09,29.0468,28.6525,28.6352,28.67,16.4781,16.4818,380.4584,9.4919,329.5085,3.5089,239.6412,0.6523,113.7677,-0.1974,74.8177,35.7955,-0.0431,0.057
06:00.0,+02:00,29.0285,29.1595,29.094,28.6132,28.6164,28.6136,16.4799,16.4845,380.3933,9.5438,329.4271,3.5171,239.8495,0.6543,113.9945,-0.1974,74.7591,35.8497,-0.0434,0.0571
07:00.0,+02:00,29.0075,29.1051,29.0563,28.7343,28.8087,28.6384,16.4546,16.4582,380.4096,9.5273,329.3782,3.4758,239.838,0.6399,114.0564,-0.2031,74.4987,35.7955,-0.0433,0.0569
08:00.0,+02:00,29.04,29.2505,29.1453,28.6561,28.624,28.6882,16.4908,16.4944,380.491,9.5267,329.3457,3.4452,239.4445,0.6286,113.8021,-0.208,74.2578,35.7955,-0.0433,0.0567
09:00.0,+02:00,29.1785,29.389,29.2837,28.4832,28.4839,28.4825,16.4827,16.4863,380.5398,9.4995,329.3782,3.4089,238.9005,0.6163,113.3554,-0.213,73.8932,35.687,-0.0435,0.0563
10:00.0,+02:00,29.1011,29.2349,29.168,28.5558,28.5488,28.5628,16.4727,16.4763,380.491,9.4691,329.3945,3.3828,238.3681,0.6083,112.8881,-0.216,73.6719,35.5676,-0.0435,0.0562
11:00.0,+02:00,29.1434,29.3302,29.2368,28.4893,28.5102,28.4683,16.4474,16.4519,380.491,9.4349,329.541,3.3717,237.9398,0.6052,112.4414,-0.2168,73.5221,35.5676,-0.0431,0.0562
12:00.0,+02:00,29.0117,29.1302,29.0709,28.7403,28.7329,28.7426,16.423,16.4266,380.019,9.4102,329.6224,3.3749,237.7431,0.6074,112.2009,-0.2158,73.5807,35.5134,-0.0432,0.056
13:00.0,+02:00,28.9646,29.0997,29.037,28.7364,28.717,28.7044,16.3977,16.4022,380.1492,9.3944,329.72,3.3911,237.7315,0.6133,112.1322,-0.2133,73.7109,35.5785,-0.0431,0.0562
14:00.0,+02:00,28.9554,29.103,29.0292,28.6632,28.6243,28.7191,16.3814,16.385,380.377,9.3938,329.72,3.4067,237.963,0.6183,112.2765,-0.2111,73.8411,35.5785,-0.043,0.0562
15:00.0,+02:00,28.9607,29.1041,28.9739,28.7274,28.6934,28.7882,16.3516,16.3552,380.4259,9.39,329.8503,3.4108,238.1945,0.6198,112.4689,-0.2102,73.9714,35.687,-0.0431,0.0562
16:00.0,+02:00,28.966,29.0732,29.0196,28.7141,28.6216,28.7485,16.3516,16.3552,380.3282,9.3963,329.8665,3.4099,238.4259,0.6191,112.6407,-0.2103,73.9974,35.6327,-0.0434,0.0563
17:00.0,+02:00,28.9088,29.055,28.9819,28.7161,28.6931,28.7419,16.3516,16.3552,380.3282,9.4046,329.8503,3.4134,238.507,0.6201,112.7163,-0.2102,73.9714,35.6327,-0.0431,0.0565
18:00.0,+02:00,29.0414,29.2086,29.125,28.5529,28.592,28.5683,16.3705,16.3751,380.4421,9.4267,329.9153,3.4267,238.5995,0.6242,112.8056,-0.2086,74.0365,35.6327,-0.0432,0.0567
19:00.0,+02:00,29.1494,29.2247,29.1871,28.5663,28.5316,28.5818,16.3895,16.3941,380.5724,9.4476,329.834,3.4439,238.7153,0.6297,112.9156,-0.2067,74.1602,35.687,-0.0431,0.0566
20:00.0,+02:00,29.6904,29.8312,29.7608,27.9619,28.1711,28.1293,16.4013,16.4049,380.2957,9.4609,329.834,3.4538,238.9236,0.633,113.0805,-0.2055,74.2578,35.7412,-0.0431,0.0567
21:00.0,+02:00,29.5852,29.6703,29.6278,28.3159,28.216,28.3445,16.4402,16.4438,380.2468,9.4868,329.7852,3.4665,239.0394,0.637,113.2179,-0.2042,74.3359,35.7955,-0.0434,0.0566
22:00.0,+02:00,29.5627,29.7302,29.6464,28.3051,28.2881,28.2783,16.4528,16.4573,380.4584,9.502,329.8014,3.4789,239.1551,0.6414,113.321,-0.2023,74.4466,35.7955,-0.0431,0.0566
23:00.0,+02:00,29.5772,29.7071,29.6422,28.327,28.2789,28.3613,16.4691,16.4727,380.0841,9.5134,329.7526,3.4802,239.2708,0.6417,113.4447,-0.2021,74.5247,35.904,-0.0429,0.0566
24:00.0,+02:00,29.6153,29.7899,29.7026,28.2886,28.238,28.3135,16.4691,16.4727,380.377,9.5122,329.7526,3.4713,239.2708,0.6387,113.4997,-0.2034,74.4596,35.8931,-0.043,0.0565
25:00.0,+02:00,29.5939,29.735,29.6645,28.269,28.2513,28.3939,16.489,16.4935,380.3933,9.5229,329.6875,3.477,239.1204,0.6402,113.4447,-0.203,74.4271,35.8931,-0.043,0.0564
26:00.0,+02:00,29.5963,29.8058,29.701,28.2728,28.2724,28.3381,16.4881,16.4926,380.2306,9.5248,329.7038,3.491,239.1783,0.6449,113.4447,-0.2012,74.5182,35.9582,-0.0428,0.0567
27:00.0,+02:00,29.6197,29.8222,29.7209,28.2824,28.2355,28.3362,16.4908,16.4944,380.0841,9.5368,329.6712,3.5079,239.3171,0.6507,113.5684,-0.1988,74.6875,35.9582,-0.0433,0.0569
28:00.0,+02:00,29.5625,29.7119,29.6372,28.2754,28.246,28.3159,16.5252,16.5297,380.0352,9.5641,329.6875,3.5276,239.5255,0.657,113.7059,-0.1965,74.8047,36.0559,-0.0432,0.0573
29:00.0,+02:00,29.7192,29.7863,29.7528,28.1996,28.1349,28.2384,16.5414,16.5451,380.019,9.5786,329.5898,3.5299,239.6759,0.6576,113.8571,-0.1963,74.9089,36.0667,-0.0435,0.0574
30:00.0,+02:00,29.6423,29.8309,29.7366,28.2439,28.1327,28.2711,16.5423,16.5469,380.1329,9.578,329.4759,3.5057,239.6528,0.6494,113.9052,-0.1997,74.7786,36.0667,-0.0432,0.0574
31:00.0,+02:00,29.662,29.7724,29.7172,28.2544,28.1466,28.2557,16.5405,16.5441,379.9051,9.566,329.4271,3.4694,239.3866,0.637,113.7334,-0.2047,74.4857,36.0125,-0.0429,0.0573
32:00.0,+02:00,29.4216,29.5849,29.5032,28.2973,28.2731,28.329,16.5007,16.5044,380.0678,9.5216,329.2806,3.4258,238.8658,0.6227,113.3691,-0.2101,74.1341,35.9582,-0.043,0.0573
33:00.0,+02:00,29.3816,29.5155,29.4486,28.2768,28.2394,28.2952,16.4772,16.4809,380.0515,9.4792,329.3782,3.394,238.3912,0.6122,112.8812,-0.214,73.8281,35.7955,-0.043,0.0572
34:00.0,+02:00,29.4148,29.5124,29.4636,28.2364,28.1845,28.2821,16.4375,16.4411,379.9376,9.4394,329.4434,3.3752,237.8704,0.6066,112.462,-0.2159,73.6458,35.687,-0.0432,0.0565
35:00.0,+02:00,29.167,29.2366,29.2018,28.4074,28.3482,28.4305,16.3986,16.4031,380.0027,9.4027,329.5247,3.3755,237.6273,0.608,112.1871,-0.215,73.6393,35.6761,-0.043,0.0565
36:00.0,+02:00,29.0907,29.3051,29.1979,28.3339,28.2886,28.3987,16.3714,16.376,379.9213,9.3875,329.6224,3.386,237.6273,0.6121,112.1253,-0.2131,73.7305,35.7412,-0.0429,0.0565
37:00.0,+02:00,29.1768,29.3062,29.2415,28.2867,28.2375,28.3128,16.3588,16.3624,380.0515,9.3824,329.6875,3.4019,237.8704,0.6174,112.2421,-0.211,73.8932,35.7412,-0.0428,0.0566
38:00.0,+02:00,29.0865,29.3077,29.1971,28.3027,28.2748,28.3278,16.3642,16.3678,380.1492,9.3944,329.72,3.4118,238.1019,0.6206,112.4277,-0.2097,74.0104,35.7955,-0.043,0.0567
39:00.0,+02:00,29.0879,29.234,29.1609,28.2969,28.1976,28.3703,16.3398,16.3443,380.1492,9.3906,329.8014,3.4038,238.2639,0.6175,112.5995,-0.2107,73.9909,35.7955,-0.0429,0.0567
40:00.0,+02:00,29.1316,29.2624,29.197,28.2724,28.2505,28.3521,16.3344,16.3389,380.2306,9.3932,329.8014,3.4006,238.3102,0.6159,112.6201,-0.2112,73.9388,35.7412,-0.0429,0.0565
41:00.0,+02:00,29.1337,29.3062,29.2199,28.3161,28.2599,28.3198,16.3344,16.3389,380.312,9.3932,329.8014,3.4025,238.3333,0.6166,112.6338,-0.2111,73.9323,35.7304,-0.043,0.0565
42:00.0,+02:00,29.1501,29.285,29.2175,28.272,28.2174,28.3469,16.3362,16.3398,380.2143,9.397,329.834,3.4086,238.4491,0.6186,112.6682,-0.2104,73.9388,35.7304,-0.0432,0.0566
43:00.0,+02:00,29.0855,29.2746,29.18,28.2999,28.2362,28.3588,16.3407,16.3443,380.5072,9.4039,329.834,3.4188,238.5185,0.6221,112.7369,-0.2092,74.0039,35.7412,-0.0434,0.0565
44:00.0,+02:00,29.1237,29.2795,29.2016,28.2218,28.167,28.2951,16.357,16.3615,380.5561,9.4229,329.8665,3.4341,238.669,0.627,112.8606,-0.2073,74.1341,35.7955,-0.0434,0.0567
45:00.0,+02:00,29.1367,29.33,29.2334,28.1602,28.1055,28.2656,16.3561,16.3597,380.5072,9.4261,329.8503,3.4423,238.9005,0.6303,113.0255,-0.2057,74.2643,35.8497,-0.043,0.057
46:00.0,+02:00,29.147,29.2805,29.2138,28.2602,28.1864,28.3006,16.3633,16.3669,380.4096,9.4425,329.8665,3.4649,239.0741,0.6377,113.2179,-0.2031,74.3945,35.904,-0.0432,0.057
47:00.0,+02:00,29.205,29.2885,29.2468,28.2264,28.1886,28.2791,16.3597,16.3633,380.4584,9.4514,329.834,3.4898,239.4097,0.6462,113.4928,-0.1994,74.6094,35.9582,-0.0431,0.0572
48:00.0,+02:00,29.1263,29.2723,29.1993,28.1995,28.1364,28.3563,16.3642,16.3678,380.2143,9.471,329.8014,3.5063,239.7685,0.6523,113.8364,-0.1969,74.8047,36.1101,-0.043,0.0576
49:00.0,+02:00,29.165,29.2804,29.2227,28.1572,28.0856,28.1761,16.3642,16.3678,380.377,9.4754,329.6712,3.5028,240.0232,0.651,114.1319,-0.1973,74.8568,36.1101,-0.043,0.0576
50:00.0,+02:00,29.1133,29.2273,29.1703,28.1697,28.1301,28.2304,16.3606,16.3642,380.377,9.4704,329.6712,3.4703,240.0232,0.6396,114.2281,-0.2022,74.6615,35.9582,-0.0433,0.0573
